客運業者,路線編號,支線,往返,路線名稱,站名,班次序,發車時間,星期一,星期二,星期三,星期四,星期五,星期六,星期日
三重客運,1209,0,往,公西→臺北北門[經林口國宅],華亞園區,19,1100,1,1,1,1,1,0,0
三重客運,1209,0,往,公西→臺北北門[經林口國宅],華亞園區,20,1110,0,0,0,0,0,1,1
三重客運,1209,0,往,公西→臺北北門[經林口國宅],華亞園區,21,1120,1,1,1,1,1,0,0
三重客運,1209,0,往,公西→臺北北門[經林口國宅],華亞園區,22,1140,1,1,1,1,1,0,0
三重客運,1209,0,往,公西→臺北北門[經林口國宅],華亞園區,23,1200,1,1,1,1,1,1,1
三重客運,1209,0,往,公西→臺北北門[經林口國宅],華亞園區,24,1230,1,1,1,1,1,0,0
三重客運,1209,0,往,公西→臺北北門[經林口國宅],華亞園區,25,1250,0,0,0,0,0,1,1
三重客運,1209,0,往,公西→臺北北門[經林口國宅],華亞園區,26,1300,1,1,1,1,1,0,0
三重客運,1209,0,往,公西→臺北北門[經林口國宅],華亞園區,27,1330,1,1,1,1,1,0,0
三重客運,1209,0,往,公西→臺北北門[經林口國宅],華亞園區,28,1340,0,0,0,0,0,1,1
三重客運,1209,0,往,公西→臺北北門[經林口國宅],華亞園區,29,1400,1,1,1,1,1,0,0
三重客運,1209,0,往,公西→臺北北門[經林口國宅],華亞園區,30,1420,0,0,0,0,0,1,1
三重客運,1209,0,往,公西→臺北北門[經林口國宅],華亞園區,31,1430,1,1,1,1,1,0,0
三重客運,1209,0,往,公西→臺北北門[經林口國宅],華亞園區,32,1500,1,1,1,1,1,1,1
三重客運,1209,0,往,公西→臺北北門[經林口國宅],華亞園區,33,1530,1,1,1,1,1,0,0
三重客運,1209,0,往,公西→臺北北門[經林口國宅],華亞園區,34,1540,0,0,0,0,0,1,1
三重客運,1209,0,往,公西→臺北北門[經林口國宅],華亞園區,35,1600,1,1,1,1,1,0,0
三重客運,1209,0,往,公西→臺北北門[經林口國宅],華亞園區,36,1620,0,0,0,0,0,1,1
三重客運,1209,0,往,公西→臺北北門[經林口國宅],華亞園區,37,1630,1,1,1,1,1,0,0
三重客運,1209,0,往,公西→臺北北門[經林口國宅],華亞園區,38,1700,1,1,1,1,1,1,1
三重客運,1209,0,往,公西→臺北北門[經林口國宅],華亞園區,39,1730,1,1,1,1,1,0,0
三重客運,1209,0,往,公西→臺北北門[經林口國宅],華亞園區,40,1740,0,0,0,0,0,1,1
三重客運,1209,0,往,公西→臺北北門[經林口國宅],華亞園區,41,1800,1,1,1,1,1,0,0
三重客運,1209,0,往,公西→臺北北門[經林口國宅],華亞園區,42,1820,0,0,0,0,0,1,1
三重客運,1209,0,往,公西→臺北北門[經林口國宅],華亞園區,43,1830,1,1,1,1,1,0,0
三重客運,1209,0,往,公西→臺北北門[經林口國宅],華亞園區,44,1900,1,1,1,1,1,1,1
三重客運,1209,0,往,公西→臺北北門[經林口國宅],華亞園區,45,1940,1,1,1,1,1,1,1
三重客運,1209,0,往,公西→臺北北門[經林口國宅],華亞園區,46,2020,1,1,1,1,1,1,1
三重客運,1209,0,往,公西→臺北北門[經林口國宅],華亞園區,47,2100,1,1,1,1,1,1,1
三重客運,1209,0,往,公西→臺北北門[經林口國宅],華亞園區,48,2150,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,竹林山觀音寺,1,530,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,醒吾科技大學,1,534,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,粉寮路,1,535,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,林口區公所,1,537,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,松柏蘆,1,539,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,林口高中,1,540,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,運動公園,1,541,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,林口國宅,1,542,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,麗園國小,1,544,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,忠孝路口,1,546,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,林口三井,1,547,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,安敦新世界,1,548,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,華夏大飯店,1,550,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,長庚醫院,1,552,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,啟聰學校,1,606,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,庫倫街口,1,609,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,成淵高中,1,612,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,臺北西站A棟,1,620,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,竹林山觀音寺,2,542,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,醒吾科技大學,2,546,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,粉寮路,2,547,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,林口區公所,2,549,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,松柏蘆,2,551,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,林口高中,2,552,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,運動公園,2,553,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,林口國宅,2,554,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,麗園國小,2,556,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,忠孝路口,2,558,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,林口三井,2,559,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,安敦新世界,2,600,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,華夏大飯店,2,602,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,長庚醫院,2,604,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,啟聰學校,2,618,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,庫倫街口,2,621,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,成淵高中,2,624,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,臺北西站A棟,2,632,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,竹林山觀音寺,3,554,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,醒吾科技大學,3,558,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,粉寮路,3,559,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,林口區公所,3,601,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,松柏蘆,3,603,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,林口高中,3,604,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,運動公園,3,605,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,林口國宅,3,606,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,麗園國小,3,608,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,忠孝路口,3,610,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,林口三井,3,611,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,安敦新世界,3,612,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,華夏大飯店,3,614,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,長庚醫院,3,616,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,啟聰學校,3,630,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,庫倫街口,3,633,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,成淵高中,3,636,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,臺北西站A棟,3,644,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,竹林山觀音寺,4,606,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,醒吾科技大學,4,610,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,粉寮路,4,611,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,林口區公所,4,614,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,松柏蘆,4,615,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,林口高中,4,616,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,運動公園,4,618,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,林口國宅,4,620,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,麗園國小,4,622,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,忠孝路口,4,624,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,林口三井,4,626,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,安敦新世界,4,627,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,華夏大飯店,4,629,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,長庚醫院,4,632,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,啟聰學校,4,646,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,庫倫街口,4,649,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,成淵高中,4,652,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,臺北西站A棟,4,658,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,竹林山觀音寺,5,616,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,醒吾科技大學,5,620,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,粉寮路,5,621,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,林口區公所,5,624,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,松柏蘆,5,625,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,林口高中,5,626,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,運動公園,5,628,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,林口國宅,5,630,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,麗園國小,5,632,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,忠孝路口,5,634,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,林口三井,5,636,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,安敦新世界,5,637,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,華夏大飯店,5,639,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,長庚醫院,5,642,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,啟聰學校,5,656,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,庫倫街口,5,659,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,成淵高中,5,702,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,臺北西站A棟,5,708,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,竹林山觀音寺,6,624,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,醒吾科技大學,6,628,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,粉寮路,6,629,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,林口區公所,6,632,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,松柏蘆,6,633,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,林口高中,6,634,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,運動公園,6,636,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,林口國宅,6,638,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,麗園國小,6,640,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,忠孝路口,6,642,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,林口三井,6,644,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,安敦新世界,6,645,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,華夏大飯店,6,647,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,長庚醫院,6,650,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,啟聰學校,6,704,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,庫倫街口,6,707,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,成淵高中,6,710,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,臺北西站A棟,6,716,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,竹林山觀音寺,7,632,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,醒吾科技大學,7,636,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,粉寮路,7,637,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,林口區公所,7,640,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,松柏蘆,7,641,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,林口高中,7,642,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,運動公園,7,644,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,林口國宅,7,646,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,麗園國小,7,648,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,忠孝路口,7,650,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,林口三井,7,652,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,安敦新世界,7,653,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,華夏大飯店,7,655,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,長庚醫院,7,658,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,啟聰學校,7,712,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,庫倫街口,7,715,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,成淵高中,7,718,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,臺北西站A棟,7,724,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,竹林山觀音寺,8,640,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,醒吾科技大學,8,644,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,粉寮路,8,645,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,林口區公所,8,648,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,松柏蘆,8,649,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,林口高中,8,650,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,運動公園,8,652,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,林口國宅,8,654,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,麗園國小,8,656,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,忠孝路口,8,658,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,林口三井,8,700,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,安敦新世界,8,701,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,華夏大飯店,8,703,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,長庚醫院,8,706,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,啟聰學校,8,720,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,庫倫街口,8,723,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,成淵高中,8,726,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,臺北西站A棟,8,732,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,竹林山觀音寺,9,648,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,醒吾科技大學,9,652,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,粉寮路,9,653,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,林口區公所,9,656,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,松柏蘆,9,657,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,林口高中,9,658,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,運動公園,9,700,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,林口國宅,9,702,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,麗園國小,9,704,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,忠孝路口,9,706,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,林口三井,9,708,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,安敦新世界,9,709,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,華夏大飯店,9,711,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,長庚醫院,9,714,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,啟聰學校,9,728,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,庫倫街口,9,731,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,成淵高中,9,734,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,臺北西站A棟,9,740,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,竹林山觀音寺,10,656,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,醒吾科技大學,10,700,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,粉寮路,10,701,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,林口區公所,10,704,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,松柏蘆,10,705,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,林口高中,10,706,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,運動公園,10,708,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,林口國宅,10,710,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,麗園國小,10,712,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,忠孝路口,10,714,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,林口三井,10,716,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,安敦新世界,10,717,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,華夏大飯店,10,719,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,長庚醫院,10,722,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,啟聰學校,10,736,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,庫倫街口,10,739,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,成淵高中,10,742,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,臺北西站A棟,10,748,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,竹林山觀音寺,11,704,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,醒吾科技大學,11,709,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,粉寮路,11,710,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,林口區公所,11,713,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,松柏蘆,11,715,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,林口高中,11,716,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,運動公園,11,718,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,林口國宅,11,720,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,麗園國小,11,723,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,忠孝路口,11,726,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,林口三井,11,729,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,安敦新世界,11,730,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,華夏大飯店,11,732,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,長庚醫院,11,735,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,啟聰學校,11,753,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,庫倫街口,11,757,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,成淵高中,11,800,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,臺北西站A棟,11,807,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,竹林山觀音寺,12,712,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,醒吾科技大學,12,717,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,粉寮路,12,718,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,林口區公所,12,721,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,松柏蘆,12,723,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,林口高中,12,724,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,運動公園,12,726,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,林口國宅,12,728,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,麗園國小,12,731,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,忠孝路口,12,734,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,林口三井,12,737,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,安敦新世界,12,738,1,1,1,1,1,1,1
